72,173,201,	0.02880658436213992,0.020895522388059702,
43,280,201,	0.10632183908045977,0.11044776119402985,
12,268,201,	0.11666666666666667,0.020895522388059702,
348,247,201,	0.30303030303030304,0.14925373134328357,
173,348,201,	1.0,0.0029850746268656717,
136,410,201,	0.29464285714285715,0.09850746268656717,
31,249,201,	0.043478260869565216,0.014925373134328358,
111,10,201,	0.07246376811594203,0.014925373134328358,
12,349,201,	0.04950495049504951,0.014925373134328358,
309,410,201,	0.15426997245179064,0.16716417910447762,
112,12,201,	0.02054794520547945,0.01791044776119403,
201,438,201,	0.7845433255269321,1.0,	1.0,1.0,
375,138,201,	0.03205465055176038,0.18208955223880596,
247,10,201,	0.24,0.01791044776119403,
268,112,201,	0.031141868512110725,0.026865671641791045,
170,407,201,	0.23684210526315788,0.1880597014925373,
268,349,201,	0.03767123287671233,0.03283582089552239,
107,12,201,	0.020833333333333332,0.005970149253731343,
215,348,201,	0.10344827586206896,0.008955223880597015,
404,167,201,	0.07142857142857142,0.0029850746268656717,
10,111,201,	0.2028985507246377,0.1253731343283582,
452,111,201,	0.2675438596491228,0.18208955223880596,
4,241,201,	0.20112781954887218,0.3194029850746269,
327,90,201,	0.06595092024539877,0.25671641791044775,
141,378,201,	0.17073170731707318,0.020895522388059702,
373,136,201,	0.6363636363636364,0.020895522388059702,
111,309,201,	0.031496062992125984,0.023880597014925373,
371,134,201,	0.1289308176100629,0.12238805970149254,
344,107,201,	0.14754098360655737,0.026865671641791045,
268,344,201,	0.012987012987012988,0.0029850746268656717,
12,107,201,	0.03076923076923077,0.005970149253731343,
249,344,201,	0.04878048780487805,0.011940298507462687,
136,373,201,	0.2974683544303797,0.14029850746268657,
111,136,201,	0.17857142857142858,0.014925373134328358,
348,111,201,	0.1605351170568562,0.2865671641791045,	1.0,1.0,
390,320,201,	0.010091743119266056,0.03283582089552239,
60,420,201,	0.0110062893081761,0.020895522388059702,
53,290,201,	0.01639344262295082,0.005970149253731343,
58,295,201,	0.047400611620795105,0.18507462686567164,
60,297,201,	0.07027027027027027,0.03880597014925373,
146,383,201,	0.21929824561403508,0.07462686567164178,
389,152,201,	0.15588235294117647,0.4746268656716418,
31,107,201,	0.015384615384615385,0.0029850746268656717,
349,107,201,	0.022556390977443608,0.008955223880597015,
82,319,201,	0.03553299492385787,0.020895522388059702,
85,322,201,	0.015151515151515152,0.005970149253731343,
348,373,201,	0.25287356321839083,0.13134328358208955,
309,215,201,	0.2236842105263158,0.050746268656716415,
69,306,201,	0.5714285714285714,0.011940298507462687,
249,107,201,	0.015151515151515152,0.0029850746268656717,
111,111,201,	0.3333333333333333,0.0029850746268656717,
304,67,201,	0.020689655172413793,0.03582089552238806,
373,348,201,	0.16666666666666666,0.014925373134328358,
192,429,201,	0.3,0.008955223880597015,
268,12,201,	0.043859649122807015,0.014925373134328358,
55,292,201,	0.10805084745762712,0.15223880597014924,
11,248,201,	0.125,0.011940298507462687,
107,249,201,	0.028846153846153848,0.008955223880597015,
344,112,201,	0.029411764705882353,0.008955223880597015,
10,410,201,	0.18072289156626506,0.08955223880597014,
390,153,201,	0.023076923076923078,0.0626865671641791,
310,73,201,	0.06274509803921569,0.191044776119403,
309,111,201,	0.1478102189781022,0.2417910447761194,
268,249,201,	0.04424778761061947,0.014925373134328358,
173,247,201,	0.3902439024390244,0.0955223880597015,
248,11,201,	0.1111111111111111,0.008955223880597015,
310,320,201,	0.020515826494724502,0.1044776119402985,
80,317,201,	0.212,0.3164179104477612,
349,268,201,	0.02406417112299465,0.026865671641791045,
154,391,201,	0.053549190535491904,0.25671641791044775,
196,361,201,	0.09598214285714286,0.12835820895522387,
207,444,201,	0.0861244019138756,0.4298507462686567,
249,349,201,	0.05555555555555555,0.01791044776119403,
185,422,201,	0.0891089108910891,0.026865671641791045,
348,410,201,	0.17120622568093385,0.2626865671641791,	1.0,1.0,
249,112,201,	0.0625,0.023880597014925373,
215,452,201,	0.8,0.011940298507462687,
